,1
"('O', 'C', 1)",2.73588268364904
"('N', 'H', 1)",1.4610830582061118
"('N', 'C', 1)",8.162087119125632
"('N', 'C', 1.5)",2.399629855800268
"('C', 'H', 1)",36.596614507875096
"('C', 'C', 1)",12.72541537550409
"('C', 'C', 1.5)",16.971262331938114
