,1
"('C', 'O', 1)",2.39173478349443
"('N', 'H', 1)",1.2802936672652692
"('N', 'C', 1)",7.464248657489934
"('N', 'C', 1.5)",1.8850618959601524
"('C', 'C', 1)",11.069513971134775
"('C', 'C', 1.5)",14.99008126134309
"('C', 'H', 1)",32.40808202469651
