0,1,2,3
0.6305571,0.08376209,0.15947457,0.1262062
0.6261194,0.07160049,0.14942645,0.15285368
0.4420078,0.16184923,0.24508937,0.1510536
0.2989491,0.13799419,0.44448194,0.11857477
0.32213587,0.12791666,0.46356878,0.08637867
0.2329652,0.25821328,0.3148599,0.1939616
0.2818468,0.19007824,0.37478176,0.15329319
0.54403406,0.20267722,0.10085058,0.15243815
0.64067847,0.10056955,0.13148381,0.12726818
0.35313353,0.2136482,0.20393981,0.2292785
0.26889518,0.191853,0.3834154,0.15583639
0.5060815,0.12222552,0.25693056,0.11476241
0.51154286,0.13437302,0.25819442,0.095889725
0.2405461,0.23727071,0.35428682,0.1678963
0.42818788,0.27930704,0.1687635,0.123741575
0.29542148,0.16893509,0.3784483,0.15719512
0.25422278,0.1837833,0.42446843,0.1375255
0.27180824,0.22260997,0.4094043,0.09617751
0.084926985,0.22803351,0.4256443,0.26139525
0.4819211,0.12489929,0.28168774,0.11149179
0.068662204,0.24999,0.5191065,0.16224127
0.49129513,0.13181634,0.2437386,0.1331499
0.2920047,0.16924523,0.43248016,0.10626989
0.27331868,0.19624816,0.34169707,0.18873604
0.27501523,0.19635922,0.41204366,0.11658189
0.4635073,0.15077484,0.251687,0.13403088
0.31738633,0.12535892,0.3944501,0.1628047
0.28731018,0.19497304,0.34855148,0.16916534
0.2869746,0.20274664,0.39129698,0.11898175
0.074985385,0.21591435,0.45480978,0.25429052
0.46414214,0.15892494,0.22779027,0.14914268
0.31191257,0.16212079,0.38081098,0.14515562
0.57945776,0.18504407,0.08493037,0.15056789
0.3055396,0.13946879,0.40605885,0.14893277
0.24895687,0.3001401,0.3102654,0.14063764
0.24279119,0.3300605,0.26668838,0.16046
0.37579945,0.26149455,0.18318105,0.17952493
0.28449237,0.18157946,0.35776356,0.17616455
0.28321284,0.1633277,0.40950063,0.14395884
0.46255463,0.16446246,0.2588483,0.114134565
0.39253786,0.23618597,0.20920748,0.16206865
0.43509585,0.25174215,0.16671151,0.1464505
0.27264652,0.23613392,0.3201458,0.1710738
0.36189982,0.27284956,0.1782021,0.1870485
0.5548681,0.10526928,0.25128958,0.08857308
0.26626828,0.21851273,0.3933791,0.121839866
0.29041356,0.24067926,0.33343235,0.13547482
0.48481205,0.16663025,0.24773094,0.10082672
0.26870853,0.1964851,0.38575304,0.14905334
0.06839559,0.2738341,0.33732802,0.32044226
0.2375894,0.26370215,0.2962321,0.20247635
0.41724804,0.2429818,0.18222749,0.15754263
0.2736334,0.12245104,0.42779237,0.17612319
0.28418776,0.14956918,0.3782537,0.18798935
0.58449364,0.21571362,0.079403564,0.120389216
0.4353033,0.1612213,0.25196502,0.15151036
0.41513562,0.26252714,0.1867283,0.13560893
0.24837483,0.22349347,0.36993483,0.15819684
0.4344774,0.16816515,0.27198273,0.12537472
0.2633356,0.20263645,0.40363517,0.13039276
0.26152095,0.22817902,0.3702663,0.14003369
0.42151412,0.20150453,0.1909209,0.18606041
0.54254323,0.1717497,0.10308065,0.1826264
0.102168806,0.19988069,0.39437082,0.30357966
0.4094484,0.20226951,0.19475062,0.19353151
0.2481746,0.21347688,0.4023758,0.13597272
0.48447,0.11288882,0.3033709,0.09927031
0.078389734,0.31248719,0.3536369,0.25548616
0.06902462,0.22910413,0.51925665,0.18261462
0.5293313,0.1865944,0.112272516,0.17180178
