0,1,2,3
0.167177,0.2236923,0.38499308,0.22413754
0.36325917,0.28189623,0.12996691,0.22487763
0.24261898,0.25309765,0.30042714,0.20385623
0.20760575,0.279214,0.20989612,0.30328414
0.31487027,0.24252753,0.21665733,0.22594488
0.33886302,0.15229008,0.247079,0.26176798
0.25555685,0.19337033,0.40596506,0.14510779
0.17960456,0.24328803,0.24972084,0.32738662
0.2807944,0.22260882,0.36184403,0.13475268
0.25566402,0.23129386,0.34252903,0.17051306
0.28316694,0.22465336,0.32022402,0.17195567
0.22432539,0.19736901,0.2888043,0.2895013
0.2594776,0.2191048,0.30727926,0.21413837
0.34955364,0.21883322,0.29237673,0.13923638
0.35737535,0.19694197,0.32356715,0.12211551
0.2199007,0.18877059,0.32044464,0.2708841
0.37030262,0.23795043,0.29892462,0.09282235
0.21154046,0.30324987,0.40852603,0.07668371
0.2938289,0.18930459,0.19219524,0.32467127
0.19141704,0.24127021,0.30837822,0.2589345
0.23063193,0.28168195,0.3213171,0.16636896
0.17948997,0.2566421,0.32884425,0.23502366
0.26707155,0.29902053,0.24744235,0.18646558
0.31333387,0.17706415,0.29669297,0.21290904
0.18524042,0.310474,0.26471305,0.23957251
0.16160801,0.31592846,0.28348124,0.23898226
0.3725409,0.217195,0.24742904,0.16283508
0.29903212,0.25363824,0.2105301,0.23679952
0.37111658,0.17658922,0.27738038,0.1749138
0.34440705,0.20426002,0.31421265,0.13712025
0.31278542,0.23954381,0.2165406,0.23113015
0.30523458,0.27950636,0.24139215,0.17386696
0.32806405,0.20535055,0.22301424,0.24357115
0.34604132,0.24102393,0.2563365,0.15659823
0.3232365,0.2351522,0.24277514,0.19883613
0.2988743,0.19110401,0.3634241,0.1465976
0.25515115,0.19461036,0.30252102,0.2477175
0.24639603,0.23903626,0.19701755,0.31755018
0.2752493,0.2861386,0.33356193,0.10505018
0.22742076,0.13269043,0.3593356,0.28055316
0.27665973,0.2406003,0.22737896,0.25536105
0.43272683,0.29096365,0.101479314,0.1748302
0.24529292,0.25002623,0.3059944,0.19868645
0.38947105,0.22021131,0.23706658,0.15325111
0.3515864,0.28197774,0.24971303,0.116722874
0.28437328,0.3026877,0.18282138,0.2301177
0.31242403,0.18915974,0.27617505,0.22224113
0.29399088,0.22917601,0.25352943,0.22330366
0.30510128,0.18604952,0.27611667,0.23273253
0.1893015,0.24122296,0.323293,0.24618249
0.34390545,0.15125054,0.33040342,0.17444055
0.27367684,0.21350755,0.16115485,0.35166073
0.40303183,0.22164796,0.19641112,0.1789091
0.287732,0.28044236,0.23725952,0.19456609
0.51918215,0.16433264,0.12120829,0.1952769
0.2819189,0.33550084,0.18959671,0.19298358
0.34667063,0.24920882,0.24746765,0.15665297
0.4773222,0.19131269,0.22789602,0.103469096
0.39939827,0.2890038,0.19393496,0.11766296
