0,1,2,3
0.29754642,0.2486461,0.23132627,0.22248119
0.26332545,0.07285226,0.37743434,0.28638798
0.50930977,0.081373245,0.27521378,0.13410318
0.41907912,0.102427006,0.29477593,0.18371788
0.4067899,0.10619662,0.2300725,0.256941
0.51019555,0.1567959,0.09213862,0.24086995
0.17078769,0.2495425,0.1593733,0.42029655
0.3365629,0.26121798,0.045807224,0.3564119
0.49077696,0.05368282,0.19808093,0.25745928
0.44247392,0.09826512,0.20824236,0.25101858
0.30398798,0.17127523,0.33762923,0.18710758
0.28394756,0.118939176,0.24211872,0.35499462
0.37415522,0.08598414,0.2857933,0.25406736
0.4654248,0.06761331,0.2764859,0.19047599
0.44891122,0.069918595,0.28566596,0.19550422
0.4038522,0.08549947,0.280978,0.22967035
0.3590006,0.05968787,0.3116782,0.26963332
0.3511732,0.101423055,0.35314524,0.19425854
0.35355383,0.059325617,0.30063486,0.28648564
0.5216512,0.15252689,0.19032875,0.13549316
0.42016935,0.06314455,0.33453923,0.18214682
0.4096306,0.11786291,0.30110452,0.17140199
0.46421313,0.101277165,0.18903299,0.24547671
0.30107525,0.16104843,0.17176661,0.36610967
0.39996982,0.21030368,0.14861533,0.24111119
0.23641482,0.24139348,0.10816096,0.4140307
0.2508808,0.081122845,0.30528748,0.36270884
0.29330757,0.17907143,0.2388151,0.28880593
0.3209755,0.15129882,0.27381918,0.25390652
0.30054107,0.17423208,0.4370706,0.08815624
0.37751514,0.1416922,0.2190335,0.2617592
0.26510528,0.06178833,0.3597947,0.31331164
0.51407516,0.057042815,0.2146145,0.21426752
0.16607577,0.07289238,0.3223875,0.43864444
0.19724737,0.31320024,0.17334042,0.31621197
0.3711771,0.03890053,0.38005838,0.209864
0.39392808,0.08941865,0.2962628,0.22039047
0.42161325,0.19755752,0.13144329,0.2493859
0.29347986,0.1763863,0.22166039,0.30847347
0.2532963,0.08166311,0.33788404,0.32715648
0.23960413,0.35251883,0.3075134,0.100363635
0.35941193,0.19643538,0.19839704,0.24575573
0.30130816,0.16279157,0.23303014,0.30287015
0.19932559,0.16333185,0.42594656,0.21139598
0.2791247,0.092613146,0.42765272,0.20060942
0.42446885,0.08710786,0.27519348,0.21322979
0.37204948,0.101670235,0.23308189,0.29319838
0.20053779,0.0706718,0.50427806,0.22451234
0.14418021,0.21027735,0.463168,0.18237443
0.35482273,0.17387669,0.29073358,0.1805671
0.33031854,0.11225669,0.311224,0.24620079
0.4670843,0.073154405,0.28673908,0.17302223
0.39082178,0.106939055,0.30666575,0.19557343
0.43717515,0.06474157,0.24135524,0.25672802
0.40537226,0.14014548,0.28958857,0.16489366
0.37460628,0.13704301,0.23472798,0.25362277
0.3722545,0.07919156,0.39108983,0.15746416
0.33015516,0.21618009,0.19319348,0.26047128
0.42888474,0.13752306,0.2077965,0.22579575
0.41192406,0.061372627,0.3706807,0.15602265
0.32035008,0.16331108,0.2040549,0.31228387
0.4187843,0.16815312,0.16932042,0.24374212
0.31586012,0.15472297,0.28102756,0.24838932
0.3206072,0.1413913,0.34242857,0.19557291
0.14130296,0.18929397,0.28766873,0.38173437
0.23949741,0.25703618,0.30341363,0.20005277
0.30798647,0.21124364,0.18317747,0.29759237
0.30886567,0.10772691,0.35478908,0.22861838
0.24534391,0.3268665,0.16979441,0.2579952
0.3427572,0.034050323,0.38520634,0.23798616
0.37817696,0.11447082,0.14144754,0.36590463
0.27150962,0.2469516,0.2505409,0.23099786
0.2104951,0.07455528,0.4245518,0.2903978
0.17652978,0.059471693,0.5376054,0.22639313
0.4146758,0.099072486,0.23396379,0.25228786
0.5116784,0.060674194,0.1660501,0.26159725
0.42577496,0.1696415,0.116648525,0.28793502
0.27884784,0.2112041,0.3067501,0.20319799
0.42420816,0.10474508,0.29046047,0.18058625
0.48646003,0.08133909,0.25013927,0.18206172
0.33233118,0.15493168,0.2961417,0.21659537
0.13940567,0.32279465,0.4210909,0.11670881
0.43109897,0.1325927,0.20554394,0.2307644
0.49322227,0.05433144,0.20574406,0.24670227
0.4448905,0.1696002,0.20855321,0.17695604
0.28706023,0.044472333,0.4216324,0.24683502
0.11943194,0.2560647,0.21485256,0.40965077
0.27867168,0.16615225,0.33825216,0.2169239
0.37950754,0.06942149,0.31820896,0.23286203
0.3106717,0.11428487,0.34243724,0.23260622
0.43158704,0.11234135,0.22156394,0.23450768
0.4692053,0.14890511,0.15806346,0.22382613
0.25341618,0.08815536,0.40287977,0.2555487
0.5296474,0.13228026,0.17073277,0.16733961
0.26191673,0.20647326,0.34366757,0.18794237
0.305951,0.40816024,0.14089029,0.14499846
0.36698833,0.053166427,0.3233964,0.25644884
0.3012028,0.22460003,0.29728106,0.17691611
0.28390995,0.120218165,0.25566787,0.3402041
0.30849475,0.17007522,0.24798058,0.27344942
0.41374552,0.07348446,0.31161076,0.20115918
0.41504648,0.057264622,0.25214458,0.27554438
0.4204238,0.0644106,0.36727995,0.14788562
0.46566772,0.098831914,0.23446147,0.20103894
0.35599145,0.10029175,0.31013092,0.2335859
0.20145246,0.34582248,0.22919056,0.2235345
0.4913882,0.08353718,0.29220268,0.1328719
0.39485553,0.07779662,0.37768802,0.14965981
0.39814138,0.2597738,0.172886,0.16919877
0.31013212,0.11231436,0.32356706,0.2539865
0.18514769,0.29749298,0.1324573,0.384902
0.37038678,0.16066827,0.21371503,0.25522992
0.20528403,0.2620973,0.21150261,0.321116
0.3025783,0.2885969,0.09418252,0.3146423
0.30451125,0.1331923,0.3040114,0.25828505
0.38302502,0.16235894,0.24996641,0.2046496
0.24508245,0.098774165,0.38790548,0.2682379
0.41648823,0.112545714,0.36286908,0.10809694
