"('O', 'C', 1)","('N', 'H', 1)","('N', 'C', 1)","('N', 'C', 1.5)","('C', 'H', 1)","('C', 'C', 1)","('C', 'C', 1.5)"
0,2,5,0,9,3,3
0,4,10,0,25,9,0
4,0,3,2,26,12,1
0,0,0,0,14,8,0
1,1,3,2,23,5,15
0,3,2,6,17,6,9
0,2,8,2,23,6,4
4,1,5,0,17,6,6
1,3,1,0,10,4,0
2,2,8,0,34,14,6
0,1,6,0,22,11,0
2,0,0,0,18,8,6
0,2,5,0,28,10,6
0,3,8,0,24,9,6
2,1,5,4,14,5,8
2,1,3,0,25,14,0
0,2,8,4,22,8,5
0,3,4,0,19,6,6
0,1,6,0,28,11,6
1,2,5,0,15,7,6
0,3,8,0,27,12,6
2,2,10,0,28,13,0
1,2,5,0,24,13,0
1,1,3,0,24,7,6
1,3,5,0,19,12,0
0,4,7,0,31,15,0
3,0,2,4,14,8,14
6,2,5,0,29,8,6
0,4,4,0,26,13,0
1,1,3,0,30,12,6
0,4,5,4,18,7,6
2,3,7,0,19,5,6
2,2,5,2,25,9,3
0,2,3,4,21,9,3
2,2,5,2,23,8,6
0,2,5,0,31,13,12
2,2,9,6,30,8,6
3,1,4,0,22,8,18
0,3,10,0,28,13,0
1,1,3,0,20,7,6
4,2,2,2,13,4,8
2,2,2,0,18,5,14
0,2,3,4,18,6,7
0,3,8,0,22,5,6
0,1,6,2,25,12,1
0,2,11,0,24,7,6
2,2,4,0,26,12,17
3,2,2,0,23,10,6
0,2,4,0,17,5,0
1,2,6,2,23,7,3
0,3,7,3,27,12,6
2,3,1,2,24,11,4
2,1,1,0,9,4,6
0,3,5,4,25,9,6
1,2,5,0,26,10,6
0,4,8,0,16,7,0
1,2,9,0,26,8,0
1,1,3,0,24,12,0
1,1,3,0,24,12,0
0,2,2,2,23,8,4
2,1,2,0,26,12,0
2,2,4,0,26,10,0
2,3,7,0,14,5,9
2,4,7,0,33,13,0
0,2,5,2,26,9,4
2,2,8,2,31,11,4
1,2,8,0,29,12,6
2,1,2,2,25,17,1
0,3,5,2,23,11,4
2,1,8,0,26,8,0
2,3,5,0,20,10,6
0,2,2,4,14,5,2
0,2,8,2,25,8,4
3,1,6,0,25,10,9
3,0,3,0,23,11,6
0,4,7,0,27,12,0
2,2,8,0,32,12,0
0,1,3,5,25,13,3
0,1,4,0,18,5,6
0,1,6,1,29,13,2
0,4,7,0,12,4,0
1,2,5,0,17,9,0
0,2,4,0,17,7,6
1,3,5,0,18,7,0
3,1,3,0,22,12,6
0,3,7,0,24,9,6
5,1,3,0,25,8,6
0,1,3,3,21,7,6
2,1,2,0,18,8,11
2,3,5,0,22,10,0
0,2,2,0,13,5,8
3,1,3,2,25,10,1
0,1,5,0,25,10,0
0,1,6,2,31,10,10
0,1,6,0,29,15,0
2,3,3,2,23,8,4
1,2,8,0,17,9,6
0,4,11,0,17,8,0
4,2,4,0,14,1,18
0,2,9,0,26,11,0
6,0,0,0,12,9,12
1,3,1,4,18,9,2
2,1,6,0,34,15,0
0,3,4,2,19,7,1
4,1,6,0,32,14,0
0,4,4,0,32,16,0
1,3,8,0,25,9,0
0,2,8,0,26,8,6
0,2,2,0,19,7,6
0,2,3,0,25,16,0
0,2,2,0,22,10,0
0,1,6,0,30,13,3
0,4,10,2,24,12,10
1,1,6,0,27,11,0
0,2,8,0,20,8,6
4,0,3,0,22,9,6
1,3,1,0,18,7,6
4,2,6,2,26,10,4
0,1,3,0,26,13,0
0,5,9,0,24,14,0
1,1,6,2,26,8,7
2,0,3,0,17,11,6
2,1,3,0,18,8,6
0,2,11,0,17,8,0
2,2,9,0,32,9,6
0,2,5,0,28,11,6
2,3,6,2,27,10,8
0,1,3,2,22,9,1
4,3,4,6,23,7,12
2,3,4,0,28,11,6
0,2,8,6,20,6,2
3,1,3,0,24,12,0
1,2,3,4,13,4,6
0,2,2,0,20,10,0
0,2,2,0,17,8,3
1,1,5,0,18,8,3
0,2,6,2,31,11,8
0,4,1,4,14,6,4
0,2,8,0,24,10,0
8,1,5,0,20,6,12
2,2,5,0,29,12,0
0,3,8,0,21,9,3
0,3,10,0,26,7,6
0,2,11,0,37,15,0
0,0,0,0,28,22,0
0,1,9,4,27,9,2
0,1,8,0,28,15,6
5,2,5,0,23,5,12
0,1,3,0,23,17,0
1,3,11,0,20,7,6
4,0,3,0,17,5,6
0,1,7,4,17,3,8
2,3,7,0,22,7,6
0,3,1,0,9,5,3
0,3,7,4,28,9,9
0,2,11,0,37,12,0
0,2,14,2,24,7,10
1,1,3,2,19,8,7
2,4,9,0,19,9,0
1,3,5,0,19,10,0
1,3,1,0,26,14,0
0,2,5,0,19,5,3
2,3,10,0,19,6,6
2,3,7,0,25,8,6
2,3,1,2,14,5,4
0,4,8,0,24,9,0
2,3,6,0,13,5,12
0,3,7,0,29,14,0
0,3,5,4,23,10,0
0,2,5,0,19,4,6
0,2,8,0,28,10,0
0,2,7,0,21,9,3
0,1,9,0,23,7,6
0,3,8,2,21,9,4
0,2,8,2,22,7,9
0,2,6,2,16,3,1
2,2,8,2,26,6,10
0,4,6,2,9,2,7
1,4,4,0,27,12,0
0,4,6,0,14,5,6
0,2,4,2,23,7,4
2,3,1,0,27,14,6
2,3,1,0,12,6,3
2,1,8,0,28,13,3
2,4,3,0,17,7,6
0,2,5,1,23,10,1
0,2,2,0,16,5,9
2,1,7,0,18,12,6
0,3,10,2,24,9,3
0,1,9,0,23,5,6
2,1,3,3,18,6,6
0,3,8,2,25,6,9
2,2,6,0,22,7,12
0,4,7,0,16,9,0
2,0,4,0,19,5,12
0,3,5,2,26,9,4
0,2,5,0,25,8,6
2,1,7,0,29,10,6
3,1,6,0,21,8,6
0,4,10,0,25,13,0
0,2,5,2,24,11,1
0,3,7,0,22,7,12
0,3,11,0,26,14,6
2,2,9,0,22,6,3
8,2,2,0,30,12,0
0,3,8,0,29,12,3
4,3,4,0,24,8,6
0,1,3,4,23,10,2
0,2,8,1,27,9,2
4,4,6,0,20,6,9
2,3,1,0,20,10,6
2,3,5,0,24,8,6
2,3,1,0,23,11,6
4,2,9,0,39,11,6
0,3,4,0,17,6,6
3,3,2,0,15,8,6
2,2,2,4,14,7,3
4,1,3,0,27,9,6
2,1,9,0,39,14,6
0,5,9,4,18,6,2
2,2,5,2,28,11,1
0,2,6,2,20,9,4
2,1,6,0,34,13,0
0,3,4,2,17,4,4
2,0,6,0,30,13,6
0,3,1,0,23,12,0
0,4,9,0,19,7,3
0,1,5,4,25,12,4
0,2,2,2,18,8,7
0,2,2,0,16,7,12
0,1,5,2,18,11,7
0,3,8,0,35,17,6
5,2,2,0,14,5,12
5,3,1,0,18,9,0
0,2,2,2,18,5,10
1,2,5,0,20,7,6
0,3,5,2,17,6,4
0,4,4,0,20,8,0
0,2,8,2,21,8,4
4,1,9,0,29,8,0
1,2,2,0,21,12,0
0,2,2,0,24,9,6
0,3,2,4,15,4,7
0,2,5,0,16,10,6
2,2,4,0,15,8,3
1,3,7,0,20,6,12
0,3,7,0,15,7,0
2,3,8,0,31,12,6
0,3,7,0,22,10,0
0,2,9,0,23,10,6
1,2,2,0,15,5,9
2,2,7,0,23,14,0
0,1,3,0,17,7,6
0,3,7,2,23,7,6
0,2,2,0,26,11,0
0,4,6,0,24,12,0
2,1,3,0,27,10,3
4,2,5,0,29,9,6
0,1,1,0,22,11,6
1,1,3,2,19,5,4
0,2,5,2,24,10,7
3,2,8,4,18,5,8
1,3,7,0,28,11,6
0,2,8,0,24,7,6
2,2,2,0,26,10,6
3,3,5,0,17,6,6
0,1,3,2,22,7,4
1,1,1,2,5,0,9
0,3,5,0,15,7,3
0,2,7,0,31,19,6
2,3,5,7,20,8,2
4,1,6,2,22,10,1
0,0,1,0,13,9,9
0,0,9,6,21,5,2
0,1,3,2,21,9,6
0,3,8,0,29,12,6
3,1,1,4,9,4,0
1,2,5,0,28,10,6
2,3,7,0,27,8,6
0,3,7,0,30,13,6
0,2,2,0,26,10,0
0,3,4,2,18,5,7
2,3,5,4,22,8,7
0,2,5,0,23,10,6
2,3,9,0,21,10,0
2,4,6,0,24,9,0
2,2,2,2,14,4,10
1,2,5,0,16,7,3
2,1,3,0,28,13,0
1,1,4,0,21,8,9
2,5,3,0,13,3,3
0,1,3,2,24,9,10
0,1,6,0,23,9,12
0,3,4,0,18,7,0
0,2,5,0,22,6,9
4,2,5,2,24,8,10
1,1,3,0,7,2,6
0,2,2,7,18,7,8
0,3,9,0,25,11,6
2,3,4,0,18,10,3
2,2,2,0,26,11,3
2,2,2,0,22,8,8
2,2,9,0,36,15,0
1,4,7,0,20,7,0
2,2,8,0,32,11,6
0,1,6,0,23,8,6
0,2,5,0,17,6,3
1,2,3,4,28,13,2
2,1,6,0,26,9,6
4,1,3,0,23,7,6
1,1,3,0,18,10,0
0,3,7,0,25,11,0
5,0,0,4,13,3,8
0,2,5,0,22,7,6
2,1,0,2,13,8,8
0,2,5,8,21,9,4
0,3,4,0,19,12,8
2,3,1,0,13,6,6
2,1,7,4,22,7,14
0,2,8,0,32,15,0
4,2,2,0,21,7,6
3,1,3,2,19,3,12
1,0,6,0,25,11,6
0,1,3,2,20,8,4
2,2,2,0,26,10,6
2,5,7,0,21,12,6
1,1,7,2,25,13,4
2,3,7,0,21,8,9
0,3,4,0,23,13,0
0,3,4,0,20,8,6
4,3,7,0,23,5,18
2,2,2,0,26,13,0
6,2,5,0,25,5,12
1,1,3,0,13,6,3
3,1,3,0,24,11,0
0,4,4,0,17,9,3
1,3,7,0,28,12,6
1,2,2,0,23,10,6
2,0,8,0,27,13,6
0,4,10,0,27,10,6
0,3,5,0,27,10,6
5,2,3,4,21,5,13
4,2,9,0,25,14,0
0,1,5,2,24,14,1
1,2,2,0,23,10,6
0,2,9,4,24,8,7
2,1,5,0,21,14,6
0,3,8,0,34,13,0
0,1,3,0,21,11,0
2,4,4,0,28,13,0
0,1,3,0,22,16,6
0,4,9,0,23,12,0
0,1,4,0,23,8,12
2,1,2,0,12,7,6
0,2,8,0,22,8,3
0,3,1,2,15,5,10
0,2,2,0,21,8,6
2,2,11,0,33,12,6
2,2,11,0,28,7,6
2,3,5,4,14,5,1
0,5,7,4,18,8,1
0,2,5,0,29,14,3
2,3,10,0,26,10,12
4,1,3,0,22,6,6
2,1,6,0,30,12,6
1,3,4,0,8,5,0
0,3,11,2,17,6,4
2,3,6,2,25,8,14
0,2,6,0,20,8,6
1,3,12,0,22,8,6
2,1,9,0,33,10,6
0,1,3,0,24,10,0
2,2,8,0,23,11,0
2,1,8,0,26,13,0
2,2,5,0,26,10,6
0,2,5,1,23,9,8
4,1,9,0,37,13,6
2,4,3,0,17,6,6
0,1,3,0,15,8,3
7,2,9,0,24,5,6
0,4,3,0,19,9,0
2,2,2,0,19,9,6
2,1,3,3,19,7,6
2,2,12,0,36,12,3
1,3,5,0,28,13,0
4,2,2,0,20,7,6
0,3,11,0,32,10,6
0,3,5,2,25,9,11
0,2,2,0,19,9,6
2,2,2,0,21,9,3
1,1,5,0,21,11,6
2,1,6,0,24,8,6
2,2,8,0,22,6,6
2,3,4,0,22,13,0
0,2,11,3,33,12,0
0,2,11,0,29,9,6
0,4,4,0,30,15,0
0,3,5,2,24,9,8
1,3,5,0,19,7,6
2,5,3,0,21,9,0
1,1,6,0,12,4,6
1,1,3,0,14,5,6
2,2,2,0,32,18,0
0,3,10,0,28,10,6
3,1,2,0,17,9,12
1,1,8,0,29,16,0
2,0,3,0,24,15,0
2,2,6,0,16,9,0
0,1,3,2,27,10,8
3,4,4,0,27,13,0
4,2,5,2,25,8,9
2,3,7,0,29,14,6
1,1,3,0,18,7,12
0,2,9,2,24,9,6
0,3,4,0,14,3,15
0,1,9,0,27,9,6
0,3,7,0,26,10,6
1,3,1,0,20,11,6
1,0,0,0,19,12,3
2,2,2,0,13,4,9
2,1,2,0,17,9,8
2,0,6,2,27,12,10
0,3,5,0,29,13,0
5,0,2,0,26,9,0
2,1,6,0,26,8,3
0,3,2,0,19,14,3
3,1,2,0,15,8,12
0,3,7,0,27,13,6
0,2,9,0,21,9,0
2,4,3,0,16,7,6
2,2,8,0,30,12,3
0,1,8,4,17,6,8
0,2,8,0,21,15,0
0,2,5,0,17,7,3
0,2,4,4,16,6,6
7,1,5,0,19,6,9
0,4,3,0,21,12,6
3,2,6,0,24,9,6
0,3,4,1,21,8,2
0,2,7,0,24,8,12
0,2,5,4,20,6,2
3,1,3,0,14,2,6
4,2,8,0,30,9,6
0,3,5,2,22,7,4
2,0,0,0,21,11,6
0,4,13,0,25,9,6
1,0,0,0,27,22,0
1,1,3,0,22,9,6
0,3,8,1,25,10,8
1,3,1,0,25,13,6
2,3,8,0,30,12,0
1,1,3,0,12,7,0
2,2,11,0,23,9,9
0,3,7,0,26,10,6
4,1,3,0,24,8,6
0,1,6,0,23,12,6
0,4,10,0,29,13,0
0,3,8,0,32,12,0
1,1,9,0,4,2,0
4,2,5,0,24,7,6
2,1,5,0,13,11,6
0,1,6,0,17,7,12
2,2,11,0,33,11,0
1,1,3,2,20,11,0
1,3,5,0,19,8,0
1,0,6,0,25,12,0
2,3,7,3,25,8,6
0,4,3,2,9,3,4
0,2,2,0,26,13,0
4,2,4,0,21,9,12
0,1,10,0,23,9,0
1,1,6,0,23,6,6
0,1,3,0,22,9,0
1,0,5,0,11,4,0
2,2,5,0,31,12,6
0,2,8,2,20,5,7
2,2,5,0,27,9,6
0,3,1,2,10,4,1
4,3,4,0,22,7,6
3,3,4,2,12,5,4
1,2,8,0,29,10,0
1,2,2,2,20,8,4
1,4,7,0,22,12,0
1,3,1,0,10,3,6
2,1,3,0,25,8,8
2,3,4,0,26,12,0
1,1,6,2,17,5,6
0,2,12,0,25,9,0
4,3,4,0,20,6,6
0,4,10,0,27,11,6
2,1,2,0,2,4,3
0,1,5,0,27,14,0
1,4,4,4,18,9,1
0,2,5,0,21,10,0
0,3,5,0,28,14,0
2,2,5,0,25,8,6
0,2,2,2,25,14,8
2,3,4,0,28,11,6
8,0,12,0,18,3,0
0,3,8,0,34,13,0
2,3,7,4,21,4,8
6,2,2,0,19,6,12
1,1,3,0,26,9,12
2,2,8,0,24,10,0
2,2,5,2,28,9,4
0,1,6,0,19,7,6
0,1,3,4,25,14,0
2,3,6,0,23,10,6
0,3,11,0,19,12,0
1,1,3,0,17,6,6
3,1,5,2,14,4,0
2,3,1,3,12,6,6
0,3,7,2,24,8,4
0,4,11,0,24,13,0
2,2,9,0,25,7,6
0,2,2,0,13,5,3
2,0,3,6,28,12,7
2,1,2,2,28,17,6
0,3,5,0,27,8,6
4,2,2,0,26,12,6
0,3,5,4,18,6,8
2,1,5,0,27,10,6
2,2,8,0,32,9,6
0,3,4,0,30,14,0
0,1,2,0,20,9,0
2,2,5,0,27,10,6
4,1,2,6,23,12,11
2,1,5,0,20,9,18
0,2,11,0,31,11,0
0,1,6,0,19,3,0
0,1,9,2,29,14,4
3,2,2,0,17,8,6
0,2,5,0,35,14,0
0,3,3,0,26,12,6
0,2,8,4,17,6,2
0,3,4,2,17,4,6
1,1,3,0,13,6,6
1,2,5,0,27,13,6
2,3,1,4,19,9,2
2,3,7,0,20,6,9
1,1,6,0,27,10,0
0,3,7,2,21,7,3
4,3,4,3,22,10,0
0,2,8,0,28,5,6
4,2,5,2,27,7,9
0,4,4,0,32,16,0
0,2,4,0,28,20,3
3,2,5,0,27,10,6
4,1,3,0,23,5,12
1,2,6,0,21,9,3
0,2,11,1,29,14,2
1,2,6,0,18,7,6
2,2,8,0,28,10,12
0,2,3,0,16,5,6
2,4,4,0,10,5,0
3,2,2,0,23,9,0
0,1,5,6,17,7,5
0,2,5,4,21,8,2
2,2,2,0,16,8,3
0,3,4,0,20,10,3
1,2,6,0,15,9,0
0,2,2,0,18,6,6
1,3,5,0,19,6,6
0,2,8,2,29,12,4
0,3,8,0,27,10,6
9,0,0,0,17,6,12
4,2,4,4,29,10,9
0,4,4,4,20,8,2
1,0,0,0,29,22,0
0,3,8,0,18,11,6
2,0,0,0,26,12,6
0,3,9,0,23,8,6
4,4,10,0,21,12,6
0,2,5,0,20,6,6
4,0,3,0,18,7,6
0,2,2,4,21,9,2
0,1,1,2,20,10,9
2,2,5,0,29,10,0
0,2,5,0,22,10,6
2,1,2,2,13,8,6
1,0,3,2,12,6,1
4,3,5,0,25,10,6
1,2,6,0,29,13,9
0,3,8,0,23,8,6
1,3,1,0,9,5,6
2,1,4,0,21,9,12
2,3,4,0,28,10,6
3,2,2,0,21,10,0
0,2,9,0,34,18,0
2,2,9,0,38,18,6
0,1,6,4,24,11,4
0,1,2,0,9,6,9
0,3,5,2,21,7,8
2,3,5,2,16,3,10
0,2,2,0,26,13,6
0,2,5,0,15,6,6
0,1,3,0,20,8,0
0,1,5,2,24,12,1
0,3,1,3,15,9,6
0,2,9,0,26,7,6
3,1,6,0,25,6,6
1,4,11,0,19,6,0
1,2,4,0,22,9,0
0,3,4,2,17,6,4
2,2,5,0,23,7,6
2,2,8,2,23,6,7
1,4,6,0,23,10,3
1,2,5,0,28,15,3
1,2,2,0,20,6,12
0,3,4,0,20,8,0
2,2,2,0,16,6,0
2,2,2,0,22,8,0
2,1,6,0,31,10,6
2,3,1,4,11,5,2
0,3,11,2,29,14,4
0,2,11,2,28,9,4
0,3,13,0,33,10,12
0,3,7,0,23,9,0
2,2,3,2,15,4,10
0,2,5,0,24,9,12
1,2,6,0,24,13,0
0,4,1,4,12,2,12
7,2,2,0,16,3,12
1,2,5,0,12,5,6
0,2,5,0,24,9,12
2,2,2,0,17,7,3
0,3,11,0,24,10,0
2,2,2,4,20,9,6
2,0,1,2,9,5,4
0,1,6,0,30,15,0
0,3,7,2,22,8,7
0,5,6,0,26,11,0
0,3,5,0,27,12,0
0,2,9,0,25,9,6
2,3,12,0,32,12,6
0,2,5,0,17,6,6
2,2,2,4,16,4,8
2,3,7,0,21,5,6
0,2,5,4,31,14,2
2,2,5,0,26,9,6
0,4,12,0,26,8,6
1,3,7,0,23,10,6
7,1,3,0,32,12,6
0,2,8,2,31,14,4
2,3,5,0,25,8,0
0,3,4,0,21,7,6
2,1,2,0,25,20,0
0,1,6,0,32,16,0
0,2,11,0,35,11,6
0,2,2,2,16,6,10
0,2,9,4,26,8,2
2,3,5,0,20,9,0
0,4,10,0,25,9,6
0,1,2,0,20,15,0
0,2,5,0,29,18,0
0,2,12,2,22,14,1
0,3,8,4,23,10,1
0,2,5,0,21,8,6
2,3,7,0,19,9,6
4,1,0,4,17,11,6
1,1,5,0,6,3,0
0,2,8,2,21,4,1
1,1,6,4,23,8,2
0,2,8,0,30,12,0
2,2,2,0,22,7,6
0,2,8,0,24,11,0
0,2,7,0,25,15,6
0,1,9,2,20,7,10
1,4,4,0,15,8,0
0,3,7,0,24,8,12
2,2,2,0,25,14,0
2,4,4,0,24,10,0
0,1,6,4,25,7,7
0,2,5,0,16,6,10
0,1,3,2,23,9,0
0,2,8,2,23,7,4
2,1,3,0,21,10,0
2,0,6,4,24,11,2
0,1,6,0,27,13,6
0,1,3,0,20,9,3
7,4,8,0,19,4,18
0,3,8,2,27,10,1
0,3,3,6,19,6,3
0,2,5,0,29,10,6
1,0,0,0,16,10,0
4,3,1,0,23,11,6
3,2,5,0,20,6,6
1,3,1,0,18,8,6
2,2,2,0,12,5,0
2,4,3,0,19,11,6
4,3,4,0,20,11,0
0,3,8,0,24,8,12
2,0,4,0,17,7,3
2,4,4,2,20,10,8
1,3,4,0,25,15,0
0,1,6,0,21,8,6
0,1,1,2,17,10,1
1,0,1,0,5,1,12
0,3,6,0,19,7,6
2,2,5,0,22,8,6
2,1,6,2,14,6,3
2,3,1,0,21,10,0
1,4,4,0,19,8,6
0,5,5,0,19,8,0
2,1,3,0,19,8,0
1,1,2,4,13,5,6
2,0,6,0,24,12,0
0,1,5,0,24,16,12
0,0,6,2,19,9,1
0,3,7,4,17,7,2
0,4,4,0,26,8,6
0,3,5,0,29,17,0
0,2,4,4,26,12,4
3,2,2,0,29,16,0
0,1,9,0,31,7,12
1,3,8,0,15,7,0
0,1,6,2,16,3,4
1,1,3,0,28,14,0
0,4,9,2,21,8,1
1,3,9,0,32,15,0
2,2,2,0,26,10,6
0,2,8,0,29,17,0
1,2,6,0,9,3,12
0,2,6,0,24,10,12
4,2,2,0,20,9,6
0,3,11,0,34,15,0
2,2,7,2,21,9,4
0,2,8,2,18,8,1
4,1,6,0,24,6,6
0,2,2,2,24,11,6
2,3,5,0,18,7,12
0,2,5,0,18,8,6
2,1,3,5,20,5,10
1,0,9,2,19,5,4
1,0,3,0,20,9,6
2,3,2,2,20,5,11
3,1,2,0,19,8,0
4,2,2,0,26,17,6
0,3,7,0,29,12,0
0,2,4,0,12,5,3
0,2,6,0,24,12,0
0,2,5,0,25,8,6
0,1,2,2,21,14,1
3,2,2,0,25,11,0
1,0,0,0,5,2,6
0,1,8,0,29,9,6
0,4,7,0,19,8,3
0,2,6,2,23,11,1
0,2,5,0,20,5,6
1,1,3,2,17,9,2
0,2,5,0,25,9,6
0,1,8,0,23,9,18
4,1,3,3,29,10,6
2,3,1,2,18,8,4
2,1,6,2,20,6,4
0,2,6,0,13,3,6
0,2,9,0,41,17,0
0,2,5,0,26,13,0
2,2,8,0,26,7,12
0,3,8,0,25,9,12
3,3,3,0,24,7,12
0,3,8,0,26,9,3
0,3,7,0,17,6,6
2,1,2,0,24,14,6
0,5,6,0,28,16,0
0,2,9,0,34,18,0
0,1,9,2,23,7,4
6,0,3,2,17,6,13
0,2,0,6,6,1,9
2,3,11,0,27,9,6
2,2,2,0,24,9,6
0,3,8,4,24,9,6
1,1,7,0,26,8,6
1,2,2,2,22,9,1
1,1,5,0,16,11,0
1,3,8,0,21,9,6
1,1,3,0,22,13,0
2,3,5,0,22,9,6
0,2,2,0,24,9,0
3,3,1,0,16,6,6
0,5,10,0,21,10,0
0,0,6,2,23,12,7
0,0,2,0,28,11,0
0,4,5,2,16,7,2
0,4,3,0,10,7,0
0,1,12,0,30,9,6
1,0,0,0,17,13,0
0,5,7,0,15,4,6
3,1,6,0,23,6,6
4,0,0,0,22,12,0
6,5,9,0,13,3,12
0,2,2,0,20,9,6
0,2,3,0,23,7,6
0,3,9,0,28,10,12
0,2,8,0,24,8,0
0,3,1,3,13,10,0
0,3,10,0,26,8,3
0,2,12,2,28,11,0
1,2,5,0,18,9,0
0,3,9,4,25,6,5
0,1,7,6,18,2,12
0,1,2,0,19,8,3
0,0,0,2,16,12,4
4,3,8,0,34,14,0
1,0,0,3,17,11,0
4,3,2,7,13,7,1
2,1,6,2,23,8,4
0,2,2,0,18,7,6
4,0,3,0,21,8,0
1,2,5,0,17,8,6
0,2,5,0,21,8,3
4,1,6,0,28,7,6
0,2,9,0,19,5,6
0,1,3,0,17,5,6
2,1,9,0,31,12,0
0,1,2,0,16,5,9
0,1,5,2,24,8,7
2,0,3,0,12,9,0
0,2,4,0,29,12,6
3,2,3,2,19,7,2
0,2,8,0,23,7,6
0,3,11,0,21,11,6
0,3,5,0,18,4,6
1,2,9,0,19,10,0
1,1,3,0,14,6,0
0,4,1,4,5,2,7
1,2,2,0,27,18,0
0,4,9,0,29,13,0
3,0,0,3,17,7,6
1,3,2,2,22,7,10
1,1,3,0,20,8,6
2,5,5,0,19,10,0
0,3,10,4,26,11,2
8,4,5,0,17,6,6
2,4,2,0,24,15,0
0,2,6,0,17,6,6
0,1,1,0,14,8,6
1,1,6,2,24,10,7
0,3,3,0,21,13,6
0,2,7,0,9,3,6
5,2,2,0,17,5,6
3,1,3,0,28,11,6
0,2,2,0,15,5,3
0,2,5,2,32,14,4
3,2,2,0,20,8,6
0,0,0,4,7,3,5
0,1,2,0,19,12,6
2,2,5,0,29,12,6
0,4,7,0,24,10,0
4,2,2,0,18,8,0
0,3,9,0,31,11,0
2,1,8,0,32,13,6
1,0,3,0,20,12,3
0,0,6,4,24,11,2
1,1,3,0,18,8,0
2,3,4,0,26,12,0
1,0,0,0,12,5,6
2,2,4,0,22,5,12
4,2,2,0,30,14,6
2,1,6,2,33,13,4
4,1,7,0,33,17,6
0,3,4,0,18,11,0
2,2,8,0,34,13,0
0,3,11,2,34,11,4
0,4,8,0,24,8,6
2,3,7,2,24,6,10
0,4,1,2,12,3,11
2,4,6,0,22,8,0
0,3,8,2,19,9,0
0,3,5,0,23,7,6
2,2,2,0,17,6,6
2,2,4,0,18,5,6
1,2,9,2,28,13,4
0,2,6,2,17,4,8
3,1,6,0,35,16,0
2,2,4,2,21,9,9
0,2,5,2,30,10,10
2,1,5,0,12,8,0
0,2,2,0,16,6,3
0,3,7,0,20,12,6
1,3,7,0,24,8,6
2,1,5,2,12,7,1
6,2,2,0,26,14,0
2,2,2,0,22,8,6
2,3,10,0,30,9,6
1,1,6,0,17,6,6
0,2,5,0,21,7,8
2,2,12,0,35,13,0
6,2,8,0,27,7,6
0,4,7,0,25,10,0
0,4,7,0,20,8,6
2,3,7,2,26,7,10
2,1,6,4,28,10,8
0,3,5,0,18,5,6
2,3,5,0,17,4,6
0,3,5,0,19,8,6
1,3,5,2,19,5,8
1,0,0,0,11,7,6
0,2,5,4,21,5,10
0,3,8,0,32,12,0
0,2,4,2,17,7,4
1,0,0,0,14,9,6
1,2,2,2,11,3,10
0,2,5,0,29,12,6
2,3,4,4,19,5,6
0,4,8,0,19,11,0
0,2,8,0,18,6,0
7,1,3,0,24,10,12
0,1,5,0,14,10,6
1,3,8,0,29,13,0
0,2,2,2,19,7,10
3,0,1,2,9,1,10
2,1,8,0,18,6,9
13,0,0,0,29,9,13
0,4,9,4,25,11,3
4,3,5,0,31,14,0
0,2,7,0,24,7,6
0,2,8,0,20,7,3
0,2,6,2,24,10,3
0,5,3,2,17,5,8
0,4,7,2,20,6,1
4,1,3,1,28,9,8
5,1,3,0,28,12,6
0,5,9,0,19,7,0
0,4,4,0,20,6,12
0,3,7,2,22,7,7
0,1,5,0,27,18,6
4,2,2,0,22,9,6
10,0,0,0,20,9,0
0,0,0,2,19,16,4
4,3,1,0,25,12,6
3,3,1,0,8,3,6
0,0,0,0,21,11,0
1,2,4,0,15,3,6
0,3,8,0,25,11,0
1,2,8,4,25,9,5
0,3,8,0,28,11,0
3,0,0,0,15,7,3
0,3,8,2,25,9,1
1,2,2,0,16,5,9
2,2,6,2,33,12,8
0,2,5,2,21,5,9
0,1,6,4,23,10,4
0,2,6,0,11,6,6
1,2,2,2,20,12,4
0,3,11,0,16,6,6
1,3,5,0,18,12,0
6,3,9,0,34,13,6
0,2,5,0,29,8,6
0,2,2,0,23,9,0
0,4,5,0,24,9,6
1,0,0,0,11,5,6
2,5,7,0,25,9,9
1,2,2,0,27,17,0
0,4,6,0,28,14,0
4,1,5,0,27,12,6
2,2,11,0,31,8,12
0,4,11,0,26,11,0
5,2,5,4,19,8,11
1,1,3,0,26,13,0
4,2,2,0,23,10,6
0,2,8,1,25,9,2
0,3,10,0,25,12,6
0,1,9,0,37,13,6
0,3,5,2,25,12,4
4,1,5,0,31,16,6
0,3,8,2,25,10,4
0,3,1,2,20,10,6
0,1,4,0,10,4,6
2,1,5,0,21,7,0
2,3,7,0,27,10,3
2,2,2,0,17,6,6
0,1,5,0,16,6,3
2,1,2,0,23,14,0
0,2,7,0,21,11,6
1,1,3,2,21,11,4
0,3,7,0,23,16,0
4,1,3,0,25,8,6
2,1,3,0,21,3,9
0,3,7,0,22,8,6
0,4,1,4,14,5,1
0,1,9,3,29,10,0
0,1,5,0,33,24,0
0,3,8,0,28,10,0
2,2,8,0,27,7,12
0,1,6,3,23,7,6
0,4,7,0,25,9,3
2,0,3,0,27,14,18
0,1,9,0,24,9,3
0,1,6,2,31,8,9
0,2,8,4,21,5,8
0,3,10,0,26,11,0
2,1,6,0,27,8,0
2,4,9,0,27,9,6
